-0.150915	-0.151455	-0.251897	0.008705	0.219311	-0.166967	0.206642	0.083685	-0.093545	0.268961	0.079993	0.071900	-0.025782	-0.361035	-0.123416	-0.318451	-0.003503	-0.259143	-0.219863	-0.062083	-0.160086	-0.199412	-0.120696	-0.411293	-0.034220	-0.149831	0.170808	0.337837	-0.136596	-0.211141	-0.415750	0.001305	-0.244145	0.170196	0.135110	-0.092531	0.075667	-0.272624	-0.327408	0.251205	-0.159929	0.246154	-0.252848	0.321406	-0.324903	-0.006703	-0.093221	0.340383	0.106842	-0.074023	
0.181216	0.328791	-0.006360	-0.299461	0.245335	0.062349	0.225969	0.422733	-0.131570	0.343303	0.285562	-0.052261	-0.078622	0.164946	0.249753	0.066059	-0.097909	0.047763	-0.341578	-0.326988	0.549784	-0.326457	-0.021169	0.014443	-0.194929	0.057410	0.389334	0.112036	0.376107	-0.432784	-0.213895	0.248012	0.123278	0.066094	-0.150944	0.322084	-0.137369	0.178093	0.289513	0.007667	-0.243619	0.280056	0.000883	0.036652	-0.311026	0.107076	0.017009	-0.066853	-0.181405	0.356921	
0.146487	0.051787	-0.119531	-0.068016	-0.000803	-0.229579	0.223723	-0.382992	-0.007769	0.304016	0.252348	-0.088877	0.255102	0.478271	-0.518252	-0.426462	-0.040505	-0.022795	0.034699	-0.086555	0.362151	0.400982	0.411706	-0.308955	0.014677	-0.135342	0.302216	-0.417030	-0.454054	-0.056104	0.042715	-0.320296	0.412235	-0.198344	-0.030142	-0.058323	-0.071733	0.112623	0.044385	0.063530	-0.323683	0.052035	0.104213	-0.384560	-0.308792	-0.180171	-0.415681	0.008430	0.003394	0.263428	
0.082068	-0.010763	-0.237892	0.258912	0.478182	-0.250312	0.025806	0.214767	-0.128393	0.076649	0.273895	0.173042	0.321622	-0.358779	-0.014760	-0.365434	0.087670	0.044894	-0.024127	-0.095501	0.085178	-0.177933	-0.022221	-0.237828	-0.224405	-0.020065	0.290784	0.169638	-0.206212	-0.578757	-0.352932	-0.186154	0.246075	0.387696	-0.356560	0.393151	-0.086558	0.298793	0.139441	0.498215	-0.259358	0.000812	-0.002141	0.184786	-0.002579	-0.136817	-0.195460	0.426403	-0.346108	0.072016	
0.168501	0.315572	-0.028430	-0.191644	0.192935	0.025565	0.208579	0.422440	-0.235424	0.298789	0.315754	-0.027581	-0.049632	-0.092586	0.160355	0.049249	-0.055668	0.035779	-0.357902	-0.297342	0.523529	0.060392	-0.020730	-0.008453	-0.182632	0.135219	0.329243	0.099309	0.332667	-0.434841	-0.173110	0.153587	-0.202213	0.035774	-0.143029	-0.061120	-0.058963	-0.010975	0.249815	0.033033	-0.212067	0.279927	-0.006378	0.012143	-0.237492	0.105936	-0.042544	-0.030266	-0.154283	0.231736	
-0.190472	-0.004251	-0.166055	-0.109512	-0.058450	-0.217535	0.134878	0.288082	0.187617	0.275354	0.015843	0.037583	0.223415	-0.125682	-0.062172	0.110393	-0.017586	0.037283	-0.176618	0.088867	0.237116	-0.173836	0.233785	0.139383	-0.043108	-0.143836	0.207856	0.198462	0.035686	-0.032626	-0.144571	0.070813	0.137677	0.203973	-0.029810	-0.179090	-0.057287	-0.173154	0.091140	0.380843	0.004502	0.023773	-0.035088	0.198715	-0.063951	-0.050525	-0.237394	0.286247	-0.079953	0.058945	
-0.174448	0.215870	-0.134253	-0.081658	-0.211971	-0.087045	0.073332	0.291749	0.221816	0.256960	0.037412	-0.108680	0.116619	-0.457386	0.286685	0.100248	-0.136676	-0.372756	-0.182994	-0.242348	0.327991	-0.310501	0.132887	-0.091365	0.100011	0.177283	0.189876	0.495406	0.487692	-0.200891	-0.314539	-0.140635	-0.021773	0.203330	0.158757	0.212800	-0.220119	0.260032	-0.002583	-0.131438	-0.405484	0.070537	0.312093	0.279670	-0.130741	0.223405	-0.264654	0.265498	-0.120934	0.407096	
-0.033843	0.224602	-0.086963	0.226284	0.279253	0.153219	0.131354	0.147536	-0.178086	-0.146842	-0.230333	0.245402	-0.039527	0.060465	-0.075971	-0.249823	-0.043127	0.097224	-0.148757	-0.122709	-0.182324	0.129948	0.290390	-0.147031	-0.104219	-0.104564	0.125806	0.161929	-0.163720	-0.201787	-0.181141	0.124455	-0.122037	-0.133913	0.099924	0.151426	0.161990	-0.160046	-0.043270	-0.060015	0.136341	0.151258	-0.208805	0.133756	0.070256	0.001974	-0.089993	0.140555	-0.210203	-0.171244	
0.283705	0.106456	0.092701	0.309983	0.608494	0.101424	-0.089381	0.060658	-0.074724	-0.554056	-0.284587	0.523927	0.073338	-0.111871	-0.549287	-0.061531	0.310844	-0.775204	-0.069976	0.531835	0.103360	-0.008934	0.040673	-0.401018	0.052673	0.438108	-0.076307	0.137792	0.107651	0.123577	0.097461	-0.021678	0.105921	-0.212107	-0.099305	0.160402	-0.022738	-0.104244	0.077393	0.023356	-0.017285	0.104662	-0.115176	-0.189021	-0.031136	-0.093058	-0.191365	0.452652	-0.065646	-0.048669	
-0.232059	0.313275	-0.413415	-0.282998	0.469729	-0.461370	0.425506	0.356549	0.513462	-0.485796	0.568590	0.112941	0.139567	0.676094	-0.474519	-0.314977	-0.549093	0.520848	-0.293852	0.385875	-0.461405	0.421074	-0.173140	-0.074998	0.020147	-0.492755	0.384058	0.381460	0.096340	-0.231411	-0.188759	-0.413751	0.367758	-0.339851	0.057855	0.393289	0.185379	-0.441637	0.366171	0.188258	-0.307150	0.018560	-0.394594	-0.532000	-0.167793	0.452552	-0.276087	-0.488592	0.453482	0.186983	
