-0.150084	0.160857	-0.026458	-0.216152	-0.263533	-0.208218	-0.020830	0.342807	0.200429	-0.235731	-0.084041	0.077763	0.058199	-0.306000	0.477566	0.113527	0.050747	-0.304114	0.049553	-0.250632	0.069947	-0.260579	0.146891	0.039834	-0.116295	-0.220399	0.041609	0.091806	0.197845	0.431903	-0.271171	0.006769	-0.296348	-0.009810	0.018312	-0.170773	-0.158706	-0.063874	-0.087834	-0.251111	-0.333419	-0.010221	0.331580	0.209769	-0.117150	0.133224	-0.088365	0.168744	0.048789	0.140339	
-0.030340	0.010097	-0.060071	0.057413	-0.014686	0.127773	0.015512	0.028516	-0.016977	-0.166765	0.086638	-0.196236	-0.070730	0.042377	-0.095550	0.015683	0.103689	-0.115085	-0.039635	-0.024317	0.065169	-0.036036	-0.006958	-0.031187	-0.145024	-0.036038	-0.002957	-0.154585	-0.009784	-0.034610	-0.006182	-0.092761	-0.061428	0.074083	0.078348	-0.060256	-0.089836	0.159673	0.051176	0.092354	-0.050373	-0.126140	-0.117553	0.030714	-0.198284	0.064194	-0.067428	-0.096549	-0.042930	-0.066681	
0.422289	-0.065866	0.221813	0.224723	0.276408	0.269347	-0.229915	-0.064913	-0.134461	-0.070428	-0.408390	0.234378	-0.061078	-0.045514	-0.049812	-0.250192	0.448759	-0.594927	0.064019	0.006528	-0.062265	0.178863	-0.137465	-0.175638	0.226531	0.293580	-0.180932	-0.017822	-0.024835	0.254260	0.254727	0.130413	-0.002169	-0.365610	0.052882	0.087501	-0.143128	-0.240422	0.216972	-0.105167	0.070402	0.000059	-0.266410	-0.299020	0.124686	-0.225738	-0.132232	0.350766	0.108044	-0.177940	
0.035052	0.119208	0.039717	0.181305	0.177136	0.165077	0.039642	0.050957	-0.161432	-0.150988	-0.199249	0.179612	-0.043899	-0.114651	-0.094199	-0.176198	0.047011	0.097266	0.009872	-0.080226	-0.147176	0.108754	0.206197	-0.092090	-0.012394	0.047688	0.007824	0.038598	-0.132428	-0.062336	-0.099710	0.123457	-0.118414	-0.170786	0.070503	0.124803	0.094055	-0.120341	0.075319	-0.110808	0.133788	0.052588	-0.234689	0.062630	0.103678	-0.010490	-0.065771	0.075333	-0.105145	-0.164265	
-0.002029	0.028649	-0.044191	0.037550	0.000743	-0.029977	0.019828	0.051094	-0.004807	-0.029118	-0.002809	-0.023669	-0.045267	0.035345	-0.050790	-0.009646	0.035653	-0.016150	-0.032058	0.006621	0.002061	-0.012462	0.006828	-0.051458	0.023347	0.031890	0.006934	0.048451	-0.027034	0.002305	0.036996	-0.059603	-0.024916	-0.027800	-0.000631	0.015385	-0.046539	0.022120	0.007182	0.026971	-0.025711	0.059803	0.034680	0.011778	-0.036583	0.013939	-0.067624	-0.021114	-0.024884	-0.017337	
0.072778	-0.095426	-0.143570	-0.022579	-0.059638	0.095942	-0.018824	0.170407	-0.032801	-0.059432	-0.073749	0.102856	-0.089127	-0.025714	0.144970	-0.152531	-0.016010	-0.102872	-0.042602	-0.006339	0.211275	-0.208125	0.007614	0.021429	0.001223	-0.129476	0.105173	0.220439	-0.120681	0.099360	-0.117786	0.044253	-0.220328	0.015919	-0.039522	0.056859	-0.167999	0.138964	-0.074811	0.014534	-0.241502	-0.114492	0.079423	-0.016673	-0.059202	0.108324	-0.031674	-0.059924	0.160310	-0.165898	
0.027946	0.085671	-0.058351	-0.002371	0.006669	0.127007	0.069745	0.053564	-0.047224	0.091115	0.055791	-0.071694	0.008318	0.049779	-0.002401	-0.065207	0.064056	0.000997	0.001655	-0.161716	-0.085375	-0.126453	-0.094187	-0.044061	-0.034124	-0.042266	0.110324	-0.043646	0.023142	0.043226	0.078180	-0.071416	-0.062035	-0.047059	-0.040495	-0.112374	0.014793	0.005147	0.011206	-0.035696	-0.118041	0.063319	0.032484	0.092288	0.064628	0.078631	-0.050030	-0.038492	0.011326	0.007578	
0.134407	-0.009767	0.267698	-0.114036	-0.221234	0.214839	-0.165718	0.087917	-0.262069	-0.128849	-0.426197	0.094223	0.225392	-0.096174	-0.084635	-0.200511	0.044109	-0.098782	-0.172467	0.172552	0.019584	-0.163134	0.167948	-0.152712	0.141004	0.120472	0.112736	0.121034	-0.040313	-0.168033	-0.116668	-0.127371	0.073160	-0.161280	0.094173	0.151344	-0.114155	-0.044972	0.032708	0.176721	-0.063157	0.101474	-0.121929	-0.248009	-0.075648	-0.001240	-0.125873	0.254434	-0.117699	-0.026527	
-0.100839	0.269508	-0.078542	-0.214701	-0.172697	-0.095069	-0.062460	0.286403	0.291997	0.234023	0.094177	0.033590	0.110774	-0.397747	0.182453	-0.010299	0.351515	-0.528231	-0.047925	-0.257409	0.079247	-0.261530	-0.045725	0.253619	0.252580	0.135047	0.047820	0.042570	0.262774	0.190142	-0.239176	0.285067	-0.092169	0.204491	0.054681	-0.154501	-0.077521	0.288628	-0.069448	-0.145195	-0.223771	0.032715	0.177303	0.166272	-0.147071	0.297809	-0.286842	0.165763	-0.160714	0.015706	
0.027488	-0.067224	-0.011333	-0.129230	-0.086456	0.096287	0.002806	-0.078214	0.071611	0.014992	0.000061	0.042655	0.095957	-0.134201	-0.036555	-0.036380	-0.023655	-0.020151	-0.054515	0.092279	-0.102933	0.135910	-0.026500	0.163981	-0.082676	0.081514	-0.021799	-0.066781	-0.005431	0.088645	0.126407	-0.107786	-0.083688	-0.127743	-0.094683	0.196947	0.108851	-0.129667	0.079295	0.097124	-0.104920	0.062871	0.117588	-0.063898	0.127104	-0.071759	0.066481	0.119223	0.055403	-0.065074	
